,benchmark,alignment,threading,modeller,secondary_structure,solvent_access,sum_scores,weighted_combined_scores
DNA_photolyase,.,0.9817448310640444,0.8848308503301797,1.0,0.725531914893617,0.3872340425531915,1.0,1.0
PK,.,0.9846152294503279,0.8870320160977984,0.9561616897686087,0.6927966101694916,0.3855932203389831,0.9739907032459861,0.9523705738546258
COX1,.,0.9963045890065557,0.9793770606407051,0.8796610901621736,0.684322033898305,0.3665254237288136,0.9739876563631649,0.9473939318682584
AMP-binding,.,0.9692687846696924,0.8265613634001912,0.8262416676400223,0.6970338983050848,0.3580508474576271,0.8925442626486729,0.9188753146951064
mofe,.,0.9450529500756429,0.9216366092600152,0.9677589750652439,0.6914893617021277,0.37446808510638296,0.9719308135001766,0.9092064090995793
ATP-synt,.,0.9764256177508824,0.8285357996466838,0.9135457979801854,0.6723404255319149,0.3851063829787234,0.9276762230511507,0.904988386876008
tubulin,.,0.9397599596570851,0.7760290213787104,0.7265234080889823,0.7340425531914894,0.3425531914893617,0.8362717900708402,0.9041952316921261
cat,.,1.0,0.7216611716248084,0.9055279045077116,0.7033898305084746,0.4724576271186441,0.937306649188943,0.9001577793252629
lyase_1,.,0.9368794755421078,0.9215232444994571,0.9579493324330036,0.7085106382978723,0.39361702127659576,0.9783577558593898,0.8988649694382448
6PGD,.,0.9974442763489662,0.8972348445485777,0.9429009639223074,0.6822033898305084,0.451271186440678,0.9970531857089221,0.8975490627184454
Gly_radical,.,0.8558688855269794,0.8748830925906682,0.8665263484946305,0.6970338983050848,0.21398305084745764,0.8324979025707975,0.8974367527378956
aldedh,.,0.9464306606152294,0.9601711807884558,0.8845261637023387,0.701271186440678,0.3728813559322034,0.9594403576041852,0.8960754604949002
urease,.,0.9428260211800301,0.8642079109708759,0.7872720338173768,0.6822033898305084,0.3177966101694915,0.8630829407745259,0.8856698683987836
Ald_Xan_dh_2,.,0.9343721633888049,0.7953766071816635,0.8126362673661656,0.6779661016949152,0.3135593220338983,0.8416065545013078,0.8825267418487801
cytochr_c552,.,0.8904609178013112,0.8935788310203876,0.9521262445150684,0.7351694915254238,0.375,0.9527035733447687,0.8814720172166991
PEPCK_ATP,.,0.910406454866364,0.7927503235619257,0.9236851224578227,0.7097457627118644,0.3644067796610169,0.9010209127419068,0.8806704100013943
ADP_PFK_GK,.,0.9103035804336863,0.9001161988795814,0.9733949462601159,0.6936170212765957,0.3595744680851064,0.9493861243572252,0.8791961805875963
GATase_2,.,0.9083832576903682,0.8392865577735211,0.8105673297688178,0.7425531914893617,0.3680851063829787,0.8895995319292404,0.8757776882549717
chorismate_bind,.,0.9380332829046898,0.8749114337808133,0.8319961073523119,0.690677966101695,0.3538135593220339,0.8969094810155297,0.8730941644993174
hemocyan,.,0.923001512859304,0.7135555912444655,0.827167062497954,0.6991525423728814,0.3453389830508475,0.8324696029291694,0.8719018729628486
AFOR,.,0.8958224911749875,0.8976977506542112,0.8635689357571729,0.6694915254237288,0.2733050847457627,0.8650671018379872,0.8679877883496163
DNA_topoisoIV,.,0.973994957135653,0.7891982277309202,0.9481362031537497,0.6872340425531915,0.4723404255319149,0.9614399824039253,0.8579829831723172
ghf15,.,0.8689056984367121,1.0,0.9679439998000989,0.6991525423728814,0.326271186440678,0.9583710382791991,0.853230393548622
aconitase,.,0.915469490670701,0.8985479863584422,0.8876760393549471,0.6680851063829787,0.3425531914893617,0.9050524339896282,0.842644823172382
NiFeSe_Hases,.,0.8911447302067573,0.8858227919851149,0.8807351324044518,0.7076271186440678,0.3601694915254237,0.9097347237831711,0.8393832994320006
Sec23_NC,.,0.8893192133131619,0.8202696191888793,0.92739421755089,0.6779661016949152,0.3411016949152542,0.8850391595941681,0.8345727601078308
Amidase,.,0.8595642965204237,0.8528525407877011,0.7554608349783528,0.7191489361702128,0.2872340425531915,0.8203953337399125,0.8314230442161377
lipoxygenase,.,0.8628219868885527,0.7905869460478323,0.9594993407331606,0.6673728813559322,0.3050847457627119,0.8599038913513655,0.8273464492828412
Glu_syn_central,.,0.8912516389309126,0.6975239246880216,0.678097406457619,0.7309322033898306,0.3453389830508475,0.7737708620177304,0.8181417026772213
PGI,.,0.9416601109430156,0.854704165210249,0.7200811304019542,0.6970338983050848,0.3961864406779661,0.8685448135235717,0.8140464342501124
PAP2,.,0.8735592536560767,0.792703088245026,0.8891871909111635,0.7182203389830508,0.3877118644067797,0.8869348014013011,0.80963182613318
Beta_elim_lyase,.,0.8365103378719113,0.9091853797247162,0.9820667797502515,0.7148936170212766,0.3595744680851064,0.9370200563080168,0.8063018402820151
Bacterial_PQQ,.,0.9124800806858295,0.7641351685828479,0.7324531874055337,0.6419491525423728,0.2944915254237288,0.7746118311388196,0.8009058192885892
alk_phosphatase,.,0.8696036308623298,0.8931442661048821,0.8326234326311033,0.6936170212765957,0.3425531914893617,0.8763237544909978,0.792515763723629
Peptidase_M16,.,0.9045002521432173,0.8003646566464903,0.9115395038075154,0.6808510638297872,0.41914893617021276,0.9065006327605825,0.7883182795713813
voltage_CLC,.,0.9064508320726173,0.9557216139363097,0.7465443550894296,0.6914893617021277,0.3723404255319149,0.8909049756684357,0.7858057603617989
CODH,.,0.8637418053454363,0.8427914182876306,0.8466564120503944,0.6949152542372882,0.3516949152542373,0.8650365267953417,0.7840805892016025
serpin,.,0.8289339384770549,0.6644497557934179,0.7180512432511589,0.7382978723404255,0.3148936170212766,0.7458502889489411,0.7812135645588577
RNA_dep_RNA_pol,.,0.8910237014624307,0.8669097710976605,0.9650907603273032,0.6546610169491526,0.3919491525423729,0.9254289923308412,0.777742262123586
TonB_dep_Rec,.,0.9423338376197681,0.6539824095679894,0.7433190903802828,0.6292372881355932,0.3644067796610169,0.7702629981678039,0.773842649402473
pgk,.,0.831963691376702,0.7311082350051558,0.7620970089798594,0.7085106382978723,0.3170212765957447,0.7764579903982496,0.7611314151632684
citrate_synt,.,0.7732203731719616,0.7125730966529153,0.793069591731068,0.7638297872340426,0.3191489361702128,0.7804196597299048,0.7550356616268001
