Rank              Template      Weighted Combined Scores
********************************************************
1                      cah      1.0000
2                    TyrKc      0.9987
3              aminotran_4      0.9757
4             DNA_ligase_N      0.9566
5            Peptidase_M17      0.9527
6                   ptpase      0.9439
7                      CPS      0.9426
8                      KAS      0.9404
9                      ung      0.9344
10         AP_endonucleas1      0.9287
11                   SRP54      0.9269
12                     tms      0.9232
13            tRNA-synt_2b      0.9216
14           Peptidase_M24      0.9159
15                  serpin      0.9150
16                    CASc      0.9149
17                  galpha      0.9137
18           Peptidase_S11      0.9019
19          DNA_photolyase      0.9003
20                phosfruc      0.8911
21             Zn_dep_PLPC      0.8892
22                  glnasn      0.8888
23          Fapy_DNA_glyco      0.8873
24                   sugbp      0.8845
25             AMP-binding      0.8825
26                   DUF28      0.8769
27                arginase      0.8751
28                  Fe-ADH      0.8687
29                  OTCace      0.8603
30                   ricin      0.8598
31          Endonuclease_3      0.8577
32                 tubulin      0.8532
33                   actin      0.8525
34         Glyco_transf_28      0.8504
35                   ghf33      0.8501
36          Ala_racemase_N      0.8473
37                    cat3      0.8457
38                    WD40      0.8397
39                     icd      0.8387
40            fibrinogen_C      0.8387
41                 Amidase      0.8387
42                     ech      0.8366
43         Cytidylyl_trans      0.8353
44                   gluts      0.8352
45               aconitase      0.8337
46         Arginosuc_synth      0.8336
47           Peptidase_S21      0.8313
48                GATase_2      0.8301
49              leukocidin      0.8296
50             hormone_rec      0.8288
51                   GroEL      0.8283
52               Hydrolase      0.8237
53                   GP120      0.8215
54           Peptidase_C15      0.8207
55            citrate_synt      0.8179
56         S_T_dehydratase      0.8141
57            NTP_transf_2      0.8124
58                     MIP      0.8097
59                    COX1      0.8089
60                    mofe      0.8042
61              Mur_ligase      0.8017
62                     pgk      0.7990
63          Spermine_synth      0.7967
64           Bac_rhodopsin      0.7947
65           DNA_topoisoIV      0.7944
66                      PK      0.7926
67                    6PGD      0.7912
68                    subt      0.7906
69       Dala_Dala_ligas_C      0.7887
70             NO_synthase      0.7878
71         Extradiol_dioxy      0.7874
72                     DAO      0.7867
73                 lyase_1      0.7838
74                    ENTH      0.7834
75             HMG-CoA_red      0.7797
76             biopterin_H      0.7796
77                    blmb      0.7789
78                     GFP      0.7769
79            cytochrome_b      0.7769
80              ADP_PFK_GK      0.7746
81          UPP_synthetase      0.7742
82               OMPdecase      0.7741
83          Heme_oxygenase      0.7731
84          Transpeptidase      0.7723
85                  fbpase      0.7720
86              tyrosinase      0.7683
87          PA_phosphatase      0.7680
88              peroxidase      0.7669
89                  lipase      0.7665
90            Topoisom_bac      0.7660
91                hemocyan      0.7641
92                aakinase      0.7613
93                    PARP      0.7609
94                ATP-synt      0.7605
95          Haloperoxidase      0.7573
96                    ghf6      0.7571
97              ATP-synt_g      0.7545
98                   ghf15      0.7505
99         alk_phosphatase      0.7489
100          RNA_pol_A_bac      0.7475
101          Trypan_glycop      0.7465
102                Plectin      0.7414
103         ATP-gua_Ptrans      0.7409
104                    NMT      0.7404
105            oxidored_q6      0.7390
106   thymid_phosphorylase      0.7375
107                   eIF6      0.7369
108                 urease      0.7345
109                   COX3      0.7314
110                  START      0.7299
111            Aldolase_II      0.7255
112        Isochorismatase      0.7248
113        chorismate_bind      0.7179
114              CoA_trans      0.7159
115              THAUMATIN      0.7158
116        ATP-sulfurylase      0.7129
117          Bacterial_PQQ      0.7116
118           Ribosomal_L1      0.7111
119          Peptidase_M16      0.7097
120           cytochr_c552      0.7059
